Question_ID,Question_Text,Option_A,Option_B,Option_C,Option_D,Ground_Truth
Q1329,Which of the following factors does not influence success in sport?,Ability to tolerate heavy training without succumbing to illness or injury.,Tactics.,The diet.,Ingestion of carnitine during exercise.,D
Q10674,"If certain fundamental rights are denied to some individuals but not others, then it is considered what type of problem?",Substantive due process problem,Equal protection problem,Procedural due process problem,None of these,B
Q3317,"This question refers to the following information.
""But you, my dear Pangloss,"" said Candide, ""how can it be that I behold you again?""
""It is true,"" said Pangloss, ""that you saw me hanged&….A surgeon purchased my body, carried home, and dissected me. He began with making a crucial incision on me from the navel to the clavicula. One could not have been worse hanged than I was. The executioner of the Holy Inquisition was a sub-deacon, and knew how to burn people marvellously well, but he was not accustomed to hanging. The cord was wet and did not slip properly, and besides it was badly tied; in short, I still drew my breath, when the crucial incision made me give such a frightful scream that my surgeon fell flat upon his back&…[At length he] sewed up my wounds; his wife even nursed me. I was upon my legs at the end of fifteen days&….
One day I took it into my head to step into a mosque, where I saw an old Iman and a very pretty young devotee who was saying her paternosters&….She dropped her bouquet; I picked it up, and presented it to her with a profound reverence. I was so long in delivering it that the Iman began to get angry, and seeing that I was a Christian he called out for help. They carried me before the cadi, who ordered me a hundred lashes on the soles of the feet and sent me to the galleys. I was chained to the very same galley and the same bench as the young Baron. On board this galley there were four young men from Marseilles, five Neapolitan priests, and two monks from Corfu, who told us similar adventures happened daily. The Baron maintained that he had suffered greater injustice than I&….We were continually disputing, and received twenty lashes with a bull's pizzle when the concatenation of universal events brought you to our galley, and you were good enough to ransom us.""
""Well, my dear Pangloss,"" said Candide to him, ""when you had been hanged, dissected, whipped, and were tugging at the oar, did you always think that everything happens for the best?""
""I am still of my first opinion,"" answered Pangloss, ""for I am a philosopher and I cannot retract, especially as Leibnitz could never be wrong; and besides, the pre-established harmony is the finest thing in the world, and so is his plenum and materia subtilis.""
Voltaire, French Enlightenment writer, Candide, 1759
Candide's statement that ""everything always happens for the best"" can be seen as a reflection of the Enlightenment belief that",society can be perfected if you apply the scientific method to it,a people without a strong central authority are doomed to live in a state of nature,"the only purpose of a government is to secure the rights of life, liberty, and property",only free markets can lead nations to wealth and happiness,A
Q8629,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I didn't visit the baby when I was sick. Scenario 2 | Rich people love getting drunk on yachts, and as their boat captain, I am never sober.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C
Q2985,"A sealed, rigid container contains three gases: 28.0 g of nitrogen, 40.0 g of argon, and 36.0 g of water vapor. If the total pressure exerted by the gases is 2.0 atm, what is the partial pressure of the nitrogen?",0.33 atm,0.40 atm,0.50 atm,2.0 atm,C
Q7402,What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A
Q3636,"According to Alfred Weber's least-cost theory, which one of the following costs of production is the most important factor in locating an industry?",Labor,Transport,Raw materials,Agglomeration costs,B
Q8485, A war that involves actual fighting is known as,a hot war.,a cold war.,a war simpliciter.,none of the above,A
Q2488,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(T · ~U) ⊃ ~W
~W ⊃ X
~Z ⊃ W
~(X · Z) / T ⊃ U",Valid,"Invalid. Counterexample when T, X, and Z are true and U and W are false","Invalid. Counterexample when T and X are true and U, W, and Z are false","Invalid. Counterexample when T, W, and Z are true and U and X are false",A
Q1965,"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A
Q2320,Solve 5 over 8 *m = 6.,3 and 5 over 9,3 and 3 over 4,5 and 1 over 3,9 and 3 over 5,D
Q6187,A major reason for studying human aging is that,We are all growing older,The number and proportion of older adults is increasing,More job opportunities are available for those with some knowledge of aging,All of the above,D
Q3222,Which of the following spreadsheet functions would be most useful for detecting improbably high or low values that have become part of a data set as a result of data entry errors?,A function that averages numeric values in a column or row,A function that counts the values in a column or row,A function that rounds a numeric value,A function that sorts values in a column or row,D
Q1740,Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D
Q4673,Deadweight loss occurs in,monopolistic competition as P > MC.,monopoly markets because P > MC.,oligopoly markets because P > MC.,All of the above.,D
Q10843,"A homeowner and a contractor entered into a contract under which the homeowner agreed to pay the contractor $50,000 for remodeling the homeowner's basement according to a set of plans. After the work was completed, the homeowner honestly believed that there were defects in the contractor's work as well as departures from the plans. In fact, the contractor had fully performed. The homeowner offered to pay the contractor $35,000 in full settlement in exchange for the contractor's promise to surrender his entire claim. The contractor accepted the homeowner's offer, and the homeowner paid the contractor $35,000. The reasonable value of the work was $35,000. Is the contractor likely to succeed in an action challenging the validity of the settlement agreement?","No, because the homeowner honestly disputed the amount he owed the contractor.","No, because the reasonable value of the work was only $35,000.","Yes, because the contractor reasonably relied on the homeowner's contractual promise to pay the full $50,000, and that promise should be enforced to avoid injustice.","Yes, because the homeowner's payment of $35,000 cannot furnish consideration for the contractor's relinquishment of a claim for $50,000.",A
Q10704,"A buyer signed a contract to purchase a newly built home from the builder-seller. After paying the sale price and taking occupancy, the buyer experienced drainage and interior flooding problems with the home. The city issued citations against the owner for not following code regulations regarding construction on a flood-prone slope. The buyer asked the seller to repair all of the defects at his own expense but the seller refused. The buyer brought an action in court alleging breach of warranty against the builder-seller. Will the court hold the builderseller liable to live up to any warranties in favor of the buyer?","No, the buyer had an obligation to make a full inspection and discover any defects prior to paying the full price and taking occupancy.","No, the law regarding a building purchase is based on the premise ""Let the buyer beware.""","Yes, every builder-seller warrants that a newly constructed home is built in a good and workmanlike manner.","Yes, the seller has strict liability to the buyer for any defects that arise within one year of the sale.",C
Q9215,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went to cash my check forgetting that I already cashed my check online Scenario 2 | It's already 80 degrees here, so I'll tell my mother-in-law to pack her summer clothes to visit me.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D
Q12792,Which of the following contributes to a favorable prognosis for psychotherapy,Along history of neurosis,Dependency,Strong reinforcement of symptoms,Misery,D
Q13134,Within which area of public relations do tactics relate to promotion of the overall organisation?,Corporate,Internal communications,Financial relations,Business to business,A
Q10779,"Shortly after breaking up with the defendant, a woman began dating the victim. The defendant, who still loved the woman, hated the victim. During a holiday weekend, the woman and the victim arranged to go camping in a federal park. The defendant and his friend decided to beat up the victim while he and the woman were on their camping trip. They went to the campsite where the woman and the victim were staying, but they couldn't find the couple, who were hiking in the woods. Subsequently, the defendant was arrested and charged with conspiracy to commit an assault in a federal park. At trial, the defendant testified that he didn't know he was in a federal park. Moreover, he stated that if he had known, he would never have agreed to the crime. If the jury believes the defendant, he should be found","guilty, because federal conspiracy laws do not require the mental retainment ofjurisdictional requirements.","guilty, because federal conspiracy laws require only an intent to commit a prohibited act, but do not require a knowledge of the surrounding circumstances.","not guilty, because he didn't have the specific intent to commit the crime of assault in a federal park.","not guilty, because he did not agree to commit a crime in a federal park.",A
Q7442,In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D
Q4100,Which of the following is most likely to produce stronger economic growth over time?,More rapid consumption of natural resources.,Higher adult illiteracy rates.,A falling stock of capital goods.,Investment tax credits.,D
Q10006,"According to Cicero, immorality is __________, and expediency is __________.",repugnant to Nature; repugnant to Nature.,repugnant to Nature; in accord with Nature.,in accord with Nature; repugnant to Nature.,in accord with Nature; in accord with Nature.,B
Q10359,"Carson owned 40% of the outstanding stock of a C corporation. During a tax year, the corporation reported $400,000 in taxable income and distributed a total of $70,000 in cash dividends to its shareholders. Carson accurately reported $28,000 in gross income on Carson’s individual tax return. If the corporation had been an S corporation and the distributions to the owners had been proportionate, how much income would Carson have reported on Carson’s individual return?","$28,000","$132,000","$160,000","$188,000",C
Q812,Which of the following is a biological attribute that would most likely allow a species to become cosmopolitan in distribution?,Extreme habitat specialization,K-selected reproductive rate,Limited dispersal abilities,Capacity for long-distance dispersal,D
Q10120,Pompeii was unusually well preserved because:,the layer of volcanic pumice created a seal over the remains.,avalanches pushed the remains into the sea and seawater preserves things.,poisonous volcanic gases killed people instantly.,the Romans embalmed the victims with salt from seawater.,A
Q13655,The largest increase in peacetime defense spending in American history occurred under which president?,Jimmy Carter,Ronald Reagan,Bill Clinton,Dwight Eisenhower,B
Q361,Where are the Trojan asteroids located?,in the center of the asteroid belt,on orbits that cross Earth's orbit,surrounding Jupiter,along Jupiter's orbit 60° ahead of and behind Jupiter,D
Q7154,"On August 4, a store purchased five sofas invoiced at $7,000, terms 2/10 , n/30 . The invoice was paid August 13. The store paid","$7,140 ","$7,000 ","$6,860 ","$6,300 ",C
Q3155,"Consider the Lewis structures for the following molecules: CO2, CO32-, NO2-, and NO3-. Which molecules are best represented by multiple resonance structures?",CO2 and CO32-,NO2- and NO3-,CO32- and NO3-,"CO32-, NO2- and NO3-",D
Q10292,The fossils originally known as Sinanthropus pekinensis or “Peking Man” are now classified as:,Homo floresiensis.,Homo sapiens.,Homo erectus.,Homo habilis.,C
Q182,"When an emergency opening into the airway is required, the cricothyroid membrane should be pierced immediately",superior to the thyroid cartilage.,inferior to the thyroid cartilage.,inferior to the cricoid cartilage.,superior to the thyroid isthmus.,B
Q13688,What drives US foreign policy according to the Marxist perspective?,Economic protectionism,Class consciousness,The search for new markets,Superstructure,C
Q8525,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | After thinking long and hard, I used garden shears to fix my cat. Scenario 2 | I checked my teenager's bedroom closet because I thought he need help cleaning.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",B
Q7821,By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D
Q1808,What is the main difference between the Dickey Fuller (DF) and Phillips-Perron (PP) approaches to unit root testing?,ADF is a single equation approach to unit root testing while PP is a systems approach,PP tests reverse the DF null and alternative hypotheses so that there is stationarity under the null hypothesis of the PP test,The PP test incorporates an automatic correction for autocorrelated residuals in the test regression,PP tests have good power in small samples whereas DF tests do not.,C
Q7793,What nationality was Karl Marx?,Russian,German,Danish,English,B
Q10578,An auditor of a nonissuer may not issue a qualified opinion when,The auditor lacks independence with respect to the entity.,Management prevents the auditor from observing the entity's inventory.,The entity omits the statement of cash flows from its financial statements.,The auditor's report refers to the work of an actuary.,A
Q5401,What is the major difference between negative reinforcement and punishment?,"Punishments are used with nonhuman animals, and negative reinforcements are used with humans.","Negative reinforcements are used in classical conditioning, and punishments are used in operant conditioning.",Punishments are primarily used when training an organism to perform a behavior and negative reinforcements are used to train an organism to stop performing a behavior.,Punishments decrease the frequency of a behavior and negative reinforcements increase the frequency of a behavior.,D
Q1374,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
Q5873,"This question refers to the following information.
This great purity of the French Revolution is precisely what causes both our strength and our weakness. Our strength, because it gives to us rights of the public interest over private interests; our weakness, because it rallies all vicious men against us. We must smother the internal and external enemies of the Republic or perish with it; now in this situation, the first maxim of your policy ought to be to lead the people by reason and the people's enemies by terror. Terror is nothing other than justice, prompt, severe, inflexible; it is therefore an emanation of virtue; it is not so much a special principle as it is a consequence of the general principle of democracy applied to our country's most urgent needs.
French revolutionary leader Maximilien Robespierre, 1794
With which of the following threats does the speaker in the passage above seem most concerned?",Counterrevolutionary opponents,Foreign invaders,Communist agitators,Transnational corporations,A
Q5708,"This question refers to the following information.
""Those whose condition is such that their function is the use of their bodies and nothing better can be expected of them, those, I say, are slaves of nature. It is better for them to be ruled thus.""
Juan de Sepulveda, Politics, 1522
""When Latin American nations gained independence in the 19th century, those two strains converged, and merged with an older, more universalist, natural law tradition. The result was a distinctively Latin American form of rights discourse. Paolo Carozza traces the roots of that discourse to a distinctive application, and extension, of Thomistic moral philosophy to the injustices of Spanish conquests in the New World. The key figure in that development seems to have been Bartolomé de Las Casas, a 16th-century Spanish bishop who condemned slavery and championed the cause of Indians on the basis of a natural right to liberty grounded in their membership in a single common humanity. 'All the peoples of the world are humans,' Las Casas wrote, and 'all the races of humankind are one.' According to Brian Tierney, Las Casas and other Spanish Dominican philosophers laid the groundwork for a doctrine of natural rights that was independent of religious revelation 'by drawing on a juridical tradition that derived natural rights and natural law from human rationality and free will, and by appealing to Aristotelian philosophy.'""
Mary Ann Glendon, ""The Forgotten Crucible: The Latin American Influence on the Universal Human Rights Idea,” 2003
Which one of the following statements about the Spanish conquest of the Americas is most accurate?",African slavery was a direct result of Spanish settlements in Florida.,Early native civilizations in Mexico introduced Spanish explorers to cattle ranching and wheat cultivation.,Christopher Columbus was not the first European to have explored North America.,"Due to racial prejudice, Spanish explorers shunned intermarriage with native people.",C
Q3976,Suppose that current disposable income is $10000 and consumption spending is $8000. For every $100 increase in disposable income saving increases $10. Given this information,the marginal propensity to consume is .80.,the marginal propensity to save is .20.,the marginal propensity to save is .10.,the marginal propensity to save is .90.,C
Q9376,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | The fire alarm in the apartment would go off falsely sometimes, so I replaced it. Scenario 2 | The waiter dropped a tray of dishes on the floor so I pointed and laughed.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C
Q4660,Which of the following is true?,Average total cost = total fixed costs divided by the number of units produced.,Average total cost = average variable costs divided by the total number of units produced.,Average total cost = average variable cost plus marginal cost.,Average total cost = average variable cost plus average fixed cost.,D
Q1079,"Which of the following statements about datagrams sent by a node in a network using IPv4 protocol is (are) true?
I. Datagrams at the source must be the size of the smallest maximum transmission unit (MTU) of all the links on a path to the destination.
II. Datagrams may be fragmented during routing.
III. Datagrams are reassembled only at the destination.",I only,II only,III only,II and III,D
Q9346,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave my mother a beautiful bunch of Roses and Poison Ivy for Mother's day. Scenario 2 | I left my jacket in the hot car.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",B
Q5419,Behavioral therapy typically alters the patterns of responding of clients by,helping patients identify a hierarchy of anxiety-arousing experiences,vigorously challenging clients' illogical ways of thinking,influencing patients by controlling the consequences of their actions,repeating or rephrasing what a client says during the course of therapy,C
Q10221,What was concluded in a recent study comparing the genomes of modern people with ancient skeletal remains in North and South America?,"Native Americans in North America and South America genetically diverged from each other and their ancestors in the far north by about 30,000 years ago.","All Native Americans, both ancient and modern, are derived from a single migration of Austral-Melanesians into the Americas by about 13,000 years ago.","All Native Americans, both ancient and modern, are derived from a single migration of the Inuit, who arrived in the Americas by about 13,000 years ago.","The separation between native Siberians and the earliest Native Americans occurred sometime between 20,000 and 23,000 years ago.",D
Q13516,Telework is a form of employment that involves:,running one's own business through telephone helplines or hotlines,"working at home for an outside employer, using information technology","babysitting and other jobs within a local network, through the informal economy",combining non-manual work with the leisure activity of watching television,B
Q4195,If firms that make a particular product expect its price will be lower in the future,this will cause the supply of the product to increase right now.,this will cause the supply of the product to decrease right now.,this will have no effect on the amount of the product supplied right now.,this will have no effect on the supply of the product now or later.,A
Q5021,Certain cross-cultural studies have suggested that six facial expressions are recognized by people of virtually every culture. Which of the following correctly lists these expressions?,"Happiness, sadness, anger, loathing, lust, and surprise","Happiness, sadness, indifference, fright, surprise, and dislike","Happiness, sadness, desire, repulsion, fear, and surprise","Happiness, sadness, fear, anger, surprise, and disgust",D
Q1254,"A certain molecule acts by binding to cytochrome oxidase A3, the final enzyme in the electron transport chain. Administration of a large dose of this substance to a human would likely:","Lead to death due to an inability of the cell to pass electrons to oxygen, thus stopping aerobic respiration and asphyxiating the cells.",Lead to death due to an inadequate supply of ADP to accept a phosphate group at the ATP synthase enzyme.,Have no effect as cells would switch which macronutrient they metabolize to circumvent the blocked biochemical pathway.,Increase the cell’s ATP production as negative feedback would cause the cell to up-regulate anaerobic pathways.,A
Q1226,"A common heart defect in humans is a ventricular septal defect, in which there is a hole in the septum between the right and left ventricles. If a patient were to have this defect, which of the following statements is correct?",The percentage of oxygen in the left atrium would be lower.,The percentage of CO2 in the right ventricle would be higher.,The percentage of oxygen in the right atrium would be lower.,The percentage of oxygen in the right ventricle would be higher.,D
Q2338,Sheila has been given 5 minutes to solve 20 arithmetic problems. What is the minimum rate Sheila can work in order to finish in time?,1 problem per minute,2 problems per minute,4 problems per minute,5 problems per minute,C
Q11763,"A first-year law student worked as a part-time law clerk at a prestigious law firm. He was permitted to borrow law books and legal treatises to take home for his own personal use. One afternoon, the law student was preparing a brief in the firm's law library when he noticed a book lying on the conference table. Making sure no one was watching him, he took the book and placed it in his briefcase. He planned to take the book home that night with the intention of not returning it. If the law student is subsequently charged with larceny of the book, which of the following claims, if true, would LEAST aid him in his defense?","The law firm had failed to give him his salary for two weeks, and he took the book as security for the debt.",He intended to return the book after reading it.,The law firm had given him possession of the book.,The law firm had given him custody of the book.,D
Q2610,"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B
Q9533,"Fats normally contain triacylglycerols at concentrations of:
",75-95%,50- 75%,> 95%,< 50%,C
Q6835,Telling people that they haven't been harmed because there is something they should be thankful for commits which of the following fallacies?,genetic fallacy,horse laugh,false consolation,appeal to joy,C
Q12382,"A 40-year-old male presents to the office with symptoms of odynophagia and gastroesophageal reflux. He also says that he experienced hematemesis once last week. Past medical history reveals AIDS, and his most recent CD4 count was 30 cells/mcL. The patient's tilt test result and hemoglobin level are normal. Rectal examination demonstrates brown stool that is positive for occult blood. What is the most appropriate initial step in this patient's management?",prescription for a proton pump inhibitor and a prokinetic agent,prescription for an H2-blocker trial for 6 weeks,prescription for clotrimazole troches,referral for an upper endoscopy with biopsy,D
Q3088,Chemists often ascribe the macroscopic properties of solids to the underlying microscopic structure. Silicon carbide is almost as hard and brittle as diamond. The solid state structure of silicon carbide is often described as,a molecular crystal,a covalent or network crystal,a metallic crystal,an ionic crystal,B
Q10010,Da Vinci's Mona Lisa is_____.,representational,abstract,obscure,nonrepresentational,A
Q13918," The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A
Q6577,"According to Malinowski, the Trobriand Islanders organized their society around what concept?",Conflict.,Love.,War.,Reciprocity.,D
Q6527,What is a derogation?,Derogations are exemptions from particular human rights obligations contained in a treaty,A derogation refers to the ability of rights holders to bring a claim against the State for breach of an obligation,A State may suspend particular rights by means of a derogation in circumstances that threaten its existence,Derogations are enforcement clauses in human rights treaties,C
Q2772,Which of the following is NOT a characteristic of asexual reproduction in animals?,Daughter cells have the same number of chromosomes as the parent cell.,Daughter cells are identical to the parent cell.,The parent cell produces diploid cells.,The daughter cells fuse to form a zygote.,D
Q3195,"A programmer wrote the program below. The program uses a list of numbers called numList. The program is intended to display the sum of the numbers in the list.
 sum ← numList [1]
 FOR EACH value IN numList
 sum ← sum + value
 DISPLAY sum
 In order to test the program, the programmer initializes numList to [0 , 1 , 4 , 5]. The program displays 10, and the programmer concludes that the program works as intended. Which of the following is true?",The conclusion is correct; the program works as intended.,"The conclusion is incorrect; the program does not display the correct value for the test case [0, 1, 4, 5].","The conclusion is incorrect; using the test case [0, 1, 4, 5] is not sufficient to conclude the program is correct.","The conclusion is incorrect; using the test case [0, 1, 4, 5] only confirms that the program works for lists in increasing order.",C
Q12983,"In most situations, the “holder of the privilege” is:",the therapist.,the client.,the therapist and client jointly.,the court.,B
Q10329,A proposed explanation for some phenomenon that may be derived initially from empirical observation through a process called induction is a:,deduction.,theory.,hypothesis.,scientific method.,C
Q2981,Carbon has an atomic radius of 77 pm and a first ionization energy of 1086 kJ/mol.,"70 pm, 1402 kJ/mol","86 pm, 898 kJ/mol","135 pm, 523 kJ/mol","40 pm, 995 kJ/mol",A
Q8795,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my girlfriend had a fur allergy so I surprised her with a Persian cat. Scenario 2 | I didn't go to school because I wanted to watch television.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",A
Q8226, Ashford thinks that the right test of whether or not legal and economic structures are minimally just is to see whether or not,they help develop human capabilities.,they minimize the amount of suffering in the world.,"they recognize, enforce, and implement duties not to violate human rights.",they are universalizable.,C
Q456,"The ___________, otherwise known as _________ was launched in 1997 and is a global workplace standard that covers key labour rights such as working hours, forced labour and discrimination, with compliance being certified by independent auditors.","Social accountability standard, SA 8000","Social accountability standard, SA 9000","Sarbanes-Oxley Act, SA 8000","Sarbanes-Oxley Act, SA 9000",A
Q4257,What is the domain of the function $f(x)=\frac{x+6}{\sqrt{x^2-3x-4}}$?,"(-4,4)","[0,4]","(-inf, -1) U (4, inf)","(-inf, -1) U (-1, 4) U (4, inf)",C
Q9695,"Which of the following statements about the consequence of an adaptive metabolic demand for the determination of the minimum protein requirement is correct.
",Adaptation is fully accounted for in the design of nitrogen balance studies.,The adaptive metabolic demand means that the slope of N-balance studies underestimates the efficiency of protein utilization,Variable adaptation between different N-balance studies is fully accounted for in the calculation of the safe individual protein requirement as EAR+2SD,Adaptation should not influence the interpretation of N-balance studies.,B
Q12424,"A 4-year-old boy is brought for a follow-up examination. He has a history of chronic recurrent otitis media and recently completed a 10-day course of antibiotics. His vital signs are within normal limits. Examination shows clear ear canals and intact tympanic membranes; a brown, irregular mass is visualized behind the tympanic membrane. Which of the following is the most likely explanation for these findings?",Epithelial tissue proliferation,Lingual papillae loss,Middle ear effusion,Midface hypoplasia,A
Q285,How does the greenhouse effect work?,Ozone transmits visible light allowing it to heat the surface but then absorbs most of the infrared heat trapping the heat near the surface.,Greenhouse gases transmit visible light allowing it to heat the surface but then absorb infrared light from Earth trapping the heat near the surface.,Greenhouse gases absorb infrared light from the Sun which then heats the atmosphere and the surface.,Greenhouse gases absorb X-rays and ultraviolet light from the Sun which then heat the atmosphere and the surface.,B
Q7839,What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C
Q2993,"The reaction of Br2(g) with Cl2(g) to form BrCl(g) has an equilibrium constant of 15.0 at a certain temperature. If 10.0 grams of BrCl is initially present in a 15.0-liter reaction vessel, what will the concentration of BrCl be at equilibrium?",3.8 × 10^-3 mol/L,5.77 × 10^-3 mol/L,1.97 × 10^-3 M,9.9 × 10^-4 M,A
Q2849,Microtubules are protein filaments assembled from tubulin protein subunits. The chemical colchicine prevents the assembly of microtubules by binding to tubulin protein subunits. Which of the following cellular processes would be most impaired by the application of colchicine?,the alignment and separation of chromosomes during mitosis,the coordination of ribosomes and mRNA during protein synthesis,the movement of substances across the plasma membrane,the accumulation of protons inside the thylakoids of chloroplasts during chemiosmosis,A
Q9604,"The most direct method for measuring body composition is:
",underwater weighing,Skinfold test,Body mass index,weight,A
Q281,According to the Solar Nebular theory what are asteroids and comets?,They are the shattered remains of collisions between planets.,They are chunks of rock or ice that condensed long after the planets and moons had formed.,They are chunks of rock or ice that were expelled from planets by volcanoes.,They are leftover planetesimals that never accreted into planets.,D
Q1359,"Sauna use, sometimes referred to as ""sauna bathing,"" is characterized by short-term passive exposure to extreme heat. This exposure elicits mild hyperthermia – an increase in the body's core temperature – that induces a thermoregulatory response involving neuroendocrine, cardiovascular, and cytoprotective mechanisms that work together to restore homeostasis and condition the body for future heat stressors… In recent decades, sauna bathing has emerged as a means to increase lifespan and improve overall health, based on compelling data from observational, interventional, and mechanistic studies. Of particular interest are the findings from studies of participants in the Kuopio Ischemic Heart Disease Risk Factor (KIHD) Study, an ongoing prospective population-based cohort study of health outcomes in more than 2,300 middle-aged men from eastern Finland, which identified strong links between sauna use and reduced death and disease… The KIHD findings showed that men who used the sauna two to three times per week were 27 percent less likely to die from cardiovascular-related causes than men who didn't use the sauna.[2] Furthermore, the benefits they experienced were found to be dose-dependent: Men who used the sauna roughly twice as often, about four to seven times per week, experienced roughly twice the benefits – and were 50 percent less likely to die from cardiovascular-related causes.[2] In addition, frequent sauna users were found to be 40 percent less likely to die from all causes of premature death. These findings held true even when considering age, activity levels, and lifestyle factors that might have influenced the men's health.[2]... The KIHD also revealed that frequent sauna use reduced the risk of developing dementia and Alzheimer's disease in a dose-dependent manner. Men who used the sauna two to three times per week had a 66 percent lower risk of developing dementia and a 65 percent lower risk of developing Alzheimer's disease, compared to men who used the sauna only one time per week… The health benefits associated with sauna use extended to other aspects of mental health, as well. Men participating in the KIHD study who used the sauna four to seven times per week were 77 percent less likely to develop psychotic disorders, regardless of the men's dietary habits, socioeconomic status, physical activity, and inflammatory status (as measured by C-reactive protein)…Exposure to high temperature stresses the body, eliciting a rapid, robust response. The skin and core body temperatures increase markedly, and sweating ensues. The skin heats first, rising to 40°C (104°F), and then changes in core body temperature occur, rising slowly from 37°C (98.6°F, or normal) to 38°C (100.4°F) and then rapidly increasing to 39°C (102.2°F)…  Cardiac output, a measure of the amount of work the heart performs in response to the body's need for oxygen, increases by 60 to 70 percent, while the heart rate (the number of beats per minute) increases and the stroke volume (the amount of blood pumped) remains unchanged.[5] During this time, approximately 50 to 70 percent of the body's blood flow is redistributed from the core to the skin to facilitate sweating. The average person loses approximately 0.5 kg of sweat while sauna bathing.[11] Acute heat exposure also induces a transient increase in overall plasma volume to mitigate the decrease in core blood volume. This increase in plasma volume not only provides a reserve source of fluid for sweating, but it also acts like the water in a car's radiator, cooling the body to prevent rapid increases in core body temperature and promoting heat tolerance… Repeated sauna use acclimates the body to heat and optimizes the body's response to future exposures, likely due to a biological phenomenon known as hormesis, a compensatory defense response following exposure to a mild stressor that is disproportionate to the magnitude of the stressor. Hormesis triggers a vast array of protective mechanisms that not only repair cell damage but also provide protection from subsequent exposures to more devastating stressors… The physiological responses to sauna use are remarkably similar to those experienced during moderate- to vigorous-intensity exercise. In fact, sauna use has been proposed as an alternative to exercise for people who are unable to engage in physical activity due to chronic disease or physical limitations.[13]

According to the article, which of the following is NOT a benefit of sauna use?",Decreased risk of heart attacks.,Increase in stroke volume.,Improved mental health.,Decreased rate of erectile dysfunction.,D
